                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.3814,                 3.3582,                 3.6654,                0.00142,                0.07143,                0.00105,                0.00023,                 4.0056,                  3.685,                 3.6374,              0.0013653,              0.0013653,              0.0013653
                     12,                  3.333,                 3.2232,                  3.593,                0.00402,                0.22619,                0.03245,                0.00499,                 3.7632,                 3.5612,                 3.5958,              0.0013583,              0.0013583,              0.0013583
                     13,                 3.2299,                  3.017,                 3.4594,                0.55528,                0.14286,                0.13783,                0.05279,                 3.5517,                 3.1505,                 3.4769,              0.0013512,              0.0013512,              0.0013512
                     14,                 3.0842,                 3.1155,                 3.4648,                0.61539,                0.16667,                0.15647,                0.05246,                 3.5611,                 3.3033,                 3.4544,              0.0013441,              0.0013441,              0.0013441
                     15,                 3.0641,                 2.9796,                 3.3061,                 0.5053,                0.15476,                0.13098,                0.05174,                 3.4088,                  3.118,                 3.3028,               0.001337,               0.001337,               0.001337
                     16,                 3.1269,                 2.8676,                 3.2946,                 0.5609,                0.29762,                0.16942,                0.05066,                 3.2422,                 2.9375,                 3.1889,                0.00133,                0.00133,                0.00133
                     17,                 3.0816,                 2.9732,                  3.258,                0.43303,                0.28571,                0.17096,                0.06876,                 3.1006,                 2.9004,                 3.0318,              0.0013229,              0.0013229,              0.0013229
                     18,                 2.9996,                 2.9051,                 3.1161,                0.56702,                0.28799,                0.24809,                0.09129,                 3.0888,                 2.6966,                 2.9758,              0.0013158,              0.0013158,              0.0013158
                     19,                 3.0545,                 2.8584,                 3.1489,                0.56784,                0.27381,                 0.2626,                0.08264,                 3.0128,                 2.6671,                 2.8973,              0.0013087,              0.0013087,              0.0013087
                     20,                 2.9964,                 2.8599,                 3.0386,                0.64132,                 0.2381,                0.24837,                0.09218,                 2.9965,                  2.514,                 2.7862,              0.0013017,              0.0013017,              0.0013017
                     21,                 3.0134,                 2.8106,                 3.0358,                0.57149,                 0.2381,                0.25261,                0.08065,                 2.9613,                 2.5926,                 2.7994,              0.0012946,              0.0012946,              0.0012946
                     22,                 2.9776,                 2.6986,                 2.9863,                0.53276,                 0.2619,                  0.199,                0.08626,                 2.9871,                 3.0261,                 2.8595,              0.0012875,              0.0012875,              0.0012875
                     23,                 2.9145,                 2.8206,                 2.9588,                0.58224,                0.25024,                0.19498,                 0.0732,                 2.9202,                 3.0753,                 2.8336,              0.0012805,              0.0012805,              0.0012805
                     24,                 2.9729,                 2.7587,                 2.9582,                0.56364,                0.29762,                 0.2366,                0.09575,                 2.7401,                 2.8424,                 2.7116,              0.0012734,              0.0012734,              0.0012734
                     25,                 2.8734,                 2.6724,                 2.8872,                0.55045,                0.39286,                0.23676,                0.09641,                 2.6848,                 2.6185,                 2.6681,              0.0012663,              0.0012663,              0.0012663
                     26,                 2.7559,                 2.6977,                 2.8466,                 0.5685,                0.48539,                0.29808,                0.08935,                 2.7093,                 2.5198,                 2.6264,              0.0012592,              0.0012592,              0.0012592
                     27,                 2.7483,                 2.8637,                 2.9476,                  0.592,                0.42857,                0.32744,                0.11715,                 2.6916,                 2.3993,                 2.5705,              0.0012522,              0.0012522,              0.0012522
                     28,                  2.769,                 2.6096,                 2.8279,                   0.64,                0.36905,                0.28699,                0.12966,                 2.6096,                 2.3694,                 2.4825,              0.0012451,              0.0012451,              0.0012451
                     29,                 2.7425,                 2.6064,                 2.8246,                0.60001,                0.34524,                 0.3088,                0.14003,                 2.5784,                 2.4611,                 2.4434,               0.001238,               0.001238,               0.001238
                     30,                 2.6407,                 2.6233,                 2.7944,                0.77967,                0.29088,                0.30748,                0.13789,                 2.5613,                 2.5255,                 2.4073,              0.0012309,              0.0012309,              0.0012309
                     31,                 2.6432,                 2.5618,                 2.6673,                0.58079,                0.42857,                0.33848,                0.14275,                 2.5706,                 2.3382,                 2.3867,              0.0012239,              0.0012239,              0.0012239
                     32,                  2.726,                 2.5103,                  2.721,                0.64165,                0.38208,                0.41025,                0.15861,                 2.5257,                 2.2003,                 2.3707,              0.0012168,              0.0012168,              0.0012168
                     33,                 2.6517,                 2.3825,                 2.6334,                0.67213,                0.36905,                0.40752,                0.16061,                 2.4389,                 2.1697,                 2.3164,              0.0012097,              0.0012097,              0.0012097
                     34,                 2.6152,                 2.5087,                 2.6764,                0.63789,                 0.5119,                0.41178,                0.17731,                 2.4117,                 2.2061,                 2.2747,              0.0012026,              0.0012026,              0.0012026
                     35,                 2.5756,                 2.3977,                 2.6191,                0.68139,                0.48741,                0.50045,                0.19909,                 2.3428,                 2.0012,                 2.2358,              0.0011956,              0.0011956,              0.0011956
                     36,                  2.591,                 2.3782,                 2.5712,                0.67484,                0.40921,                0.52918,                0.21436,                 2.3191,                 1.9807,                 2.1901,              0.0011885,              0.0011885,              0.0011885
                     37,                  2.528,                 2.3395,                  2.557,                0.67304,                0.39286,                0.47789,                  0.199,                 2.2558,                 1.9684,                 2.1431,              0.0011814,              0.0011814,              0.0011814
                     38,                 2.6501,                 2.4114,                 2.5708,                0.71237,                0.36109,                0.44525,                0.18634,                  2.219,                 1.9727,                 2.1326,              0.0011744,              0.0011744,              0.0011744
                     39,                  2.535,                 2.3036,                 2.5176,                0.64575,                0.42906,                0.42196,                0.19629,                 2.3527,                 1.9405,                 2.1968,              0.0011673,              0.0011673,              0.0011673
                     40,                 2.6497,                 2.2799,                 2.5475,                0.75431,                0.45238,                0.44921,                0.21811,                 2.4493,                  1.919,                 2.2589,              0.0011602,              0.0011602,              0.0011602
                     41,                 2.4882,                 2.2226,                 2.4404,                0.71447,                 0.4881,                0.46853,                0.23129,                 2.2982,                 1.9078,                 2.1737,              0.0011531,              0.0011531,              0.0011531
                     42,                 2.4646,                 2.2252,                 2.4527,                0.65673,                0.52636,                0.49347,                0.22091,                 2.2893,                 1.9238,                 2.1312,              0.0011461,              0.0011461,              0.0011461
                     43,                 2.4796,                 2.1093,                 2.3994,                0.66687,                0.42857,                0.47993,                  0.236,                 2.2822,                 1.8984,                 2.1569,               0.001139,               0.001139,               0.001139
                     44,                  2.464,                 2.1918,                 2.4975,                0.71877,                0.30952,                0.48466,                0.22681,                 2.3999,                 1.9457,                 2.2279,              0.0011319,              0.0011319,              0.0011319
                     45,                 2.4479,                 2.1428,                 2.4271,                 0.6585,                0.37103,                0.48322,                0.22211,                 2.2229,                  1.844,                 2.1097,              0.0011248,              0.0011248,              0.0011248
                     46,                 2.4246,                 2.1589,                 2.3929,                0.61442,                0.47619,                0.53551,                0.28656,                 2.0216,                 1.7573,                 1.9626,              0.0011178,              0.0011178,              0.0011178
                     47,                 2.4517,                 2.2902,                 2.3766,                0.62771,                0.52381,                  0.519,                0.26956,                 2.0973,                 1.7084,                 1.9614,              0.0011107,              0.0011107,              0.0011107
                     48,                 2.4032,                 2.1481,                 2.4095,                0.44548,                0.72619,                0.50282,                0.24302,                 2.2936,                 1.6511,                 2.0568,              0.0011036,              0.0011036,              0.0011036
                     49,                 2.3709,                 1.9911,                 2.3199,                0.48101,                0.65476,                0.52322,                0.23948,                 2.3291,                 1.6319,                 2.0687,              0.0010965,              0.0010965,              0.0010965
                     50,                 2.3822,                 2.0799,                 2.3171,                0.60352,                0.51974,                0.55558,                0.24848,                  2.222,                  1.597,                  1.987,              0.0010895,              0.0010895,              0.0010895
                     51,                 2.3774,                 2.0892,                 2.3923,                0.58712,                0.60714,                0.60093,                0.27944,                 2.0784,                 1.6306,                  1.919,              0.0010824,              0.0010824,              0.0010824
                     52,                 2.3253,                 2.0437,                 2.3182,                0.54422,                0.66667,                0.66299,                0.34296,                 2.0446,                 1.5554,                 1.8933,              0.0010753,              0.0010753,              0.0010753
                     53,                 2.3973,                 2.0842,                 2.3612,                0.51249,                0.71429,                  0.678,                0.36811,                 2.0438,                 1.5929,                 1.9302,              0.0010682,              0.0010682,              0.0010682
                     54,                 2.3043,                 1.9675,                 2.2607,                0.47358,                0.64286,                0.64459,                0.34361,                   1.96,                 1.6153,                 1.9036,              0.0010612,              0.0010612,              0.0010612
                     55,                 2.2547,                 1.9145,                 2.2192,                0.37003,                0.66667,                 0.6533,                0.31013,                 1.9492,                 1.6544,                 1.8871,              0.0010541,              0.0010541,              0.0010541
                     56,                 2.3034,                 1.9818,                 2.2616,                0.65056,                0.42053,                0.69793,                0.32796,                 1.9605,                 1.6493,                 1.9055,               0.001047,               0.001047,               0.001047
                     57,                 2.3969,                 2.0022,                 2.2797,                0.76068,                0.47437,                0.73187,                0.35295,                 1.9939,                 1.5212,                  1.914,                0.00104,                0.00104,                0.00104
                     58,                 2.3288,                 2.0266,                 2.3047,                0.36546,                0.90476,                0.80798,                0.35968,                 1.9948,                 1.4743,                 1.8983,              0.0010329,              0.0010329,              0.0010329
                     59,                 2.3021,                 1.9245,                 2.2653,                0.41418,                0.73029,                0.69031,                0.33463,                 2.0028,                 1.3992,                  1.892,              0.0010258,              0.0010258,              0.0010258
                     60,                 2.3698,                 2.0404,                 2.3316,                0.54588,                0.58333,                0.63271,                0.31937,                 1.9606,                 1.3866,                 1.8461,              0.0010187,              0.0010187,              0.0010187
                     61,                 2.3083,                 1.9541,                 2.2822,                0.63046,                0.49205,                 0.6353,                0.31922,                 1.9263,                 1.4246,                 1.8121,              0.0010117,              0.0010117,              0.0010117
                     62,                 2.3094,                 1.9393,                 2.2463,                0.51115,                0.80535,                0.73228,                0.36439,                 1.8966,                 1.4518,                 1.8288,              0.0010046,              0.0010046,              0.0010046
                     63,                 2.2978,                 1.8501,                 2.2351,                0.62046,                0.66994,                0.70904,                 0.4009,                 1.8443,                 1.3871,                 1.8357,             0.00099751,             0.00099751,             0.00099751
                     64,                 2.2038,                 1.8727,                  2.229,                0.74301,                0.67897,                0.74118,                0.41427,                 1.8966,                 1.4806,                 1.8748,             0.00099044,             0.00099044,             0.00099044
                     65,                 2.3383,                 1.8923,                 2.2354,                0.68562,                0.76793,                0.73805,                0.38835,                 1.9566,                 1.5648,                 1.8829,             0.00098337,             0.00098337,             0.00098337
                     66,                 2.1858,                 1.8398,                 2.1612,                0.61503,                0.70238,                0.75841,                0.37213,                 1.9176,                 1.6155,                 1.8292,             0.00097629,             0.00097629,             0.00097629
                     67,                 2.2214,                 1.8273,                 2.1246,                0.56155,                0.82131,                0.75054,                0.38473,                 1.9111,                  1.495,                  1.822,             0.00096922,             0.00096922,             0.00096922
                     68,                 2.2198,                 1.8104,                 2.0991,                0.51252,                0.84524,                0.72125,                0.35335,                 2.0935,                  1.529,                 1.8774,             0.00096215,             0.00096215,             0.00096215
                     69,                  2.223,                 1.8183,                 2.1588,                0.53489,                0.79966,                0.73863,                0.35425,                 2.1793,                  1.571,                 1.9204,             0.00095507,             0.00095507,             0.00095507
                     70,                 2.1936,                 1.7413,                 2.1413,                0.62674,                0.70782,                 0.7134,                0.37415,                 2.0142,                  1.546,                 1.8411,               0.000948,               0.000948,               0.000948
                     71,                 2.1584,                 1.7534,                 2.1297,                0.64898,                0.69487,                0.75121,                 0.4165,                 1.8582,                 1.5046,                 1.7809,             0.00094093,             0.00094093,             0.00094093
                     72,                 2.1569,                 1.7588,                 2.1152,                0.55337,                0.77466,                 0.7662,                0.39174,                 1.8308,                 1.4297,                 1.7815,             0.00093385,             0.00093385,             0.00093385
                     73,                 2.1941,                  1.749,                 2.1726,                0.68836,                0.80866,                0.82043,                0.42905,                 1.8572,                 1.3237,                 1.7692,             0.00092678,             0.00092678,             0.00092678
                     74,                 2.0975,                 1.6866,                 2.0692,                0.62425,                0.77668,                0.75758,                0.39733,                 1.8822,                 1.3361,                 1.7934,              0.0009197,              0.0009197,              0.0009197
                     75,                 2.1418,                 1.7396,                 2.1107,                0.58089,                0.80967,                 0.7781,                 0.3539,                 1.9241,                 1.4245,                 1.8328,             0.00091263,             0.00091263,             0.00091263
                     76,                 2.0673,                 1.7432,                  2.055,                0.58067,                0.82943,                0.80489,                0.36975,                  1.949,                 1.4069,                 1.8533,             0.00090556,             0.00090556,             0.00090556
                     77,                 2.0655,                 1.7077,                 2.0713,                0.74284,                0.73616,                0.82459,                0.42668,                 1.8531,                 1.3885,                 1.7819,             0.00089848,             0.00089848,             0.00089848
                     78,                 2.1451,                 1.7292,                 2.0634,                0.78916,                0.60112,                0.78582,                 0.4447,                 1.7583,                 1.3893,                 1.6875,             0.00089141,             0.00089141,             0.00089141
                     79,                 2.0842,                 1.8003,                 2.1238,                0.58156,                0.72619,                0.74769,                0.45322,                 1.7716,                 1.4278,                 1.6618,             0.00088434,             0.00088434,             0.00088434
                     80,                 2.0446,                 1.6269,                 2.0329,                0.58939,                0.80952,                  0.743,                0.44972,                  1.764,                 1.4635,                 1.6669,             0.00087726,             0.00087726,             0.00087726
                     81,                 2.1366,                 1.6809,                 2.0214,                0.54461,                0.79762,                0.80659,                0.46524,                 1.7496,                 1.6963,                 1.6674,             0.00087019,             0.00087019,             0.00087019
                     82,                  2.053,                 1.7064,                 2.0913,                0.78601,                0.66087,                0.82787,                0.45482,                 1.7014,                 1.7316,                 1.6388,             0.00086312,             0.00086312,             0.00086312
                     83,                 2.0511,                 1.6908,                 2.0352,                0.73204,                 0.8222,                0.87075,                0.48766,                 1.6985,                 1.4202,                 1.6363,             0.00085604,             0.00085604,             0.00085604
                     84,                  2.053,                 1.6482,                 2.0316,                0.78981,                0.80842,                0.83594,                0.44643,                  1.802,                 1.3537,                 1.6954,             0.00084897,             0.00084897,             0.00084897
                     85,                 2.1226,                 1.7463,                  2.098,                  0.727,                 0.7035,                0.78951,                0.42637,                 1.8335,                 1.3503,                 1.7012,              0.0008419,              0.0008419,              0.0008419
                     86,                 2.0608,                 1.6204,                 1.9897,                0.78322,                 0.8397,                0.84558,                0.47735,                 1.7425,                  1.302,                 1.6469,             0.00083482,             0.00083482,             0.00083482
                     87,                  2.048,                 1.6297,                 1.9893,                0.74526,                0.77499,                0.87024,                0.50699,                 1.6674,                 1.2372,                 1.6177,             0.00082775,             0.00082775,             0.00082775
                     88,                  1.989,                 1.5754,                 1.9274,                 0.7046,                0.90222,                 0.8678,                0.51489,                 1.6306,                 1.2432,                 1.6158,             0.00082067,             0.00082067,             0.00082067
                     89,                 1.9863,                 1.6366,                 1.9753,                0.93869,                0.66923,                0.88246,                0.50988,                 1.5851,                 1.2024,                 1.5919,              0.0008136,              0.0008136,              0.0008136
                     90,                 2.0131,                 1.6138,                 1.9952,                0.90727,                0.71501,                0.88673,                0.52989,                  1.605,                 1.1638,                 1.5926,             0.00080653,             0.00080653,             0.00080653
                     91,                 2.0633,                 1.6994,                 2.0664,                0.84951,                0.75908,                0.89472,                0.53191,                  1.653,                 1.1739,                 1.6113,             0.00079945,             0.00079945,             0.00079945
                     92,                 1.9936,                 1.6373,                  2.014,                0.80177,                0.70605,                0.90314,                0.54318,                 1.5905,                  1.197,                 1.5733,             0.00079238,             0.00079238,             0.00079238
                     93,                 2.0226,                 1.6823,                 1.9943,                0.79986,                0.78134,                0.90739,                0.56764,                 1.5557,                 1.2238,                 1.5532,             0.00078531,             0.00078531,             0.00078531
                     94,                 1.9825,                 1.6035,                  1.943,                 0.7715,                0.86539,                0.90464,                0.55811,                 1.5775,                 1.2758,                 1.5766,             0.00077823,             0.00077823,             0.00077823
                     95,                 2.0145,                 1.6223,                 1.9891,                0.78683,                0.79081,                 0.8934,                0.55567,                 1.5433,                 1.2701,                 1.5676,             0.00077116,             0.00077116,             0.00077116
                     96,                 1.9526,                 1.5165,                 1.9197,                0.66705,                0.89822,                0.88187,                0.53086,                 1.6157,                 1.2297,                 1.5803,             0.00076409,             0.00076409,             0.00076409
                     97,                 1.9028,                 1.5619,                 1.9451,                0.61907,                0.88875,                0.85192,                0.48992,                 1.7289,                 1.2573,                 1.6315,             0.00075701,             0.00075701,             0.00075701
                     98,                 1.9477,                 1.5454,                 1.9465,                0.69622,                0.86246,                0.85537,                0.46763,                 1.7827,                 1.2124,                 1.6559,             0.00074994,             0.00074994,             0.00074994
                     99,                 1.9696,                 1.4938,                 1.8913,                0.88989,                0.80952,                0.90174,                0.50565,                 1.6568,                  1.131,                 1.5826,             0.00074287,             0.00074287,             0.00074287
                    100,                  1.901,                 1.4995,                 1.8963,                0.81842,                0.83558,                0.91783,                 0.5219,                 1.5192,                 1.0805,                 1.5314,             0.00073579,             0.00073579,             0.00073579
                    101,                 1.9325,                 1.5655,                 1.9485,                 0.8975,                0.79115,                 0.9216,                0.53613,                 1.4863,                 1.0683,                 1.5236,             0.00072872,             0.00072872,             0.00072872
                    102,                 1.9516,                  1.519,                 1.8946,                0.89388,                0.76719,                 0.9094,                0.53868,                 1.4961,                 1.0988,                 1.5361,             0.00072164,             0.00072164,             0.00072164
                    103,                 1.8542,                 1.5672,                 1.8459,                0.73125,                0.82944,                0.87799,                0.52369,                 1.5594,                 1.1063,                 1.5587,             0.00071457,             0.00071457,             0.00071457
                    104,                 1.9037,                 1.5622,                 1.8543,                0.74265,                0.85228,                0.90417,                 0.5217,                   1.63,                 1.1222,                 1.5768,              0.0007075,              0.0007075,              0.0007075
                    105,                 1.9054,                 1.4814,                  1.907,                 0.6987,                0.91667,                 0.8807,                0.50047,                 1.6623,                 1.1397,                  1.579,             0.00070042,             0.00070042,             0.00070042
                    106,                 1.8615,                 1.4461,                 1.8204,                0.79137,                0.77529,                0.88006,                0.49195,                 1.6601,                 1.1056,                 1.5582,             0.00069335,             0.00069335,             0.00069335
                    107,                 1.8717,                 1.4921,                 1.8926,                0.72705,                0.86886,                 0.8805,                0.48877,                 1.6334,                 1.1623,                 1.5351,             0.00068628,             0.00068628,             0.00068628
                    108,                 1.8756,                 1.4271,                 1.8528,                0.87237,                0.70224,                0.86668,                0.52231,                 1.6065,                 1.2549,                  1.542,              0.0006792,              0.0006792,              0.0006792
                    109,                  1.917,                 1.5028,                 1.9144,                0.86026,                0.68522,                0.85509,                0.52367,                 1.5746,                 1.2564,                 1.5399,             0.00067213,             0.00067213,             0.00067213
                    110,                 1.9893,                 1.5756,                 1.9922,                0.84683,                0.71287,                0.86113,                0.51562,                 1.5775,                 1.2075,                 1.5499,             0.00066506,             0.00066506,             0.00066506
                    111,                 1.9193,                 1.4741,                 1.8889,                0.82246,                0.78665,                 0.8837,                0.53127,                 1.5375,                  1.138,                 1.5375,             0.00065798,             0.00065798,             0.00065798
                    112,                 1.8409,                 1.4534,                 1.8356,                0.94273,                0.84055,                0.93087,                0.57703,                 1.4733,                 1.0694,                 1.4976,             0.00065091,             0.00065091,             0.00065091
                    113,                 1.7932,                 1.3939,                 1.8423,                0.93438,                0.77486,                0.92657,                0.60913,                 1.4312,                 1.0382,                 1.4729,             0.00064384,             0.00064384,             0.00064384
                    114,                 1.8412,                 1.4076,                 1.8353,                0.87206,                0.84524,                0.90571,                0.58636,                 1.4593,                 1.0296,                 1.4753,             0.00063676,             0.00063676,             0.00063676
                    115,                 1.7808,                 1.3224,                 1.7689,                0.87996,                 0.8748,                0.91221,                0.59309,                 1.4951,                 1.0117,                 1.4935,             0.00062969,             0.00062969,             0.00062969
                    116,                 1.8931,                 1.4324,                 1.8449,                0.86102,                0.88262,                0.91532,                0.57847,                 1.4862,                 1.0418,                 1.4877,             0.00062262,             0.00062262,             0.00062262
                    117,                  1.897,                   1.44,                 1.8644,                0.84187,                0.89137,                0.91439,                0.59508,                 1.4863,                 1.1044,                  1.479,             0.00061554,             0.00061554,             0.00061554
                    118,                 1.8577,                 1.3826,                 1.8619,                0.83648,                 0.8643,                0.90082,                0.57842,                 1.5197,                 1.0993,                 1.4941,             0.00060847,             0.00060847,             0.00060847
                    119,                 1.8096,                 1.3438,                   1.81,                0.81175,                0.82465,                0.89838,                0.55133,                 1.5577,                 1.0934,                 1.4999,             0.00060139,             0.00060139,             0.00060139
                    120,                 1.8913,                 1.4423,                 1.9263,                0.80113,                0.85714,                0.89722,                0.53393,                 1.5341,                 1.0628,                 1.5035,             0.00059432,             0.00059432,             0.00059432
                    121,                 1.8293,                 1.3932,                 1.8456,                0.93182,                0.84497,                0.92433,                0.55631,                 1.5327,                 1.0464,                 1.5054,             0.00058725,             0.00058725,             0.00058725
                    122,                 1.8396,                 1.4804,                  1.872,                 0.9223,                  0.788,                0.92902,                0.53311,                 1.5499,                 1.0369,                 1.5132,             0.00058017,             0.00058017,             0.00058017
                    123,                 1.8218,                 1.3796,                 1.8225,                0.87143,                0.88486,                 0.9454,                0.55465,                  1.529,                  1.012,                 1.4953,              0.0005731,              0.0005731,              0.0005731
                    124,                 1.7891,                 1.3645,                 1.8143,                0.87549,                0.84184,                0.94029,                0.54872,                 1.5314,                 1.0034,                 1.4906,             0.00056603,             0.00056603,             0.00056603
                    125,                 1.7578,                 1.3482,                  1.817,                0.86549,                0.84312,                 0.9407,                0.54934,                 1.5784,                 1.0048,                 1.4926,             0.00055895,             0.00055895,             0.00055895
                    126,                 1.8239,                 1.4902,                 1.8385,                0.84354,                0.82237,                0.93939,                0.55905,                  1.549,                 1.0171,                 1.4756,             0.00055188,             0.00055188,             0.00055188
                    127,                 1.7659,                   1.35,                 1.8153,                0.79299,                0.86776,                0.93917,                0.56175,                 1.5532,                0.99737,                 1.4823,             0.00054481,             0.00054481,             0.00054481
                    128,                 1.7532,                 1.3822,                 1.8295,                 0.8797,                0.80343,                 0.9316,                0.57118,                 1.4819,                0.94281,                 1.4452,             0.00053773,             0.00053773,             0.00053773
                    129,                 1.7348,                 1.3022,                  1.783,                0.95488,                0.83433,                0.93181,                0.59217,                 1.3914,                0.90983,                 1.4123,             0.00053066,             0.00053066,             0.00053066
                    130,                 1.8342,                 1.3873,                 1.8435,                0.96832,                0.85956,                0.93933,                0.62913,                 1.3474,                0.92755,                 1.4131,             0.00052359,             0.00052359,             0.00052359
                    131,                 1.7841,                 1.2973,                 1.7907,                0.92222,                0.89119,                 0.9475,                 0.5904,                  1.363,                0.96026,                 1.4264,             0.00051651,             0.00051651,             0.00051651
                    132,                 1.7777,                 1.3823,                 1.8198,                0.92631,                0.90939,                0.95311,                0.57482,                  1.487,                0.97073,                 1.4863,             0.00050944,             0.00050944,             0.00050944
                    133,                 1.7916,                 1.3722,                 1.8146,                0.87051,                0.86905,                0.94494,                0.57574,                  1.515,                0.97742,                 1.5078,             0.00050236,             0.00050236,             0.00050236
                    134,                 1.7471,                 1.3467,                 1.8124,                0.83965,                0.86905,                0.93529,                0.61536,                 1.4644,                0.96567,                 1.4689,             0.00049529,             0.00049529,             0.00049529
                    135,                 1.7582,                 1.3101,                 1.8012,                0.90327,                  0.844,                0.94377,                0.57906,                 1.4405,                0.97911,                 1.4286,             0.00048822,             0.00048822,             0.00048822
                    136,                 1.7262,                 1.2727,                 1.7521,                0.95445,                0.77381,                0.93085,                0.58788,                  1.401,                0.95298,                 1.4025,             0.00048114,             0.00048114,             0.00048114
                    137,                 1.7369,                 1.2934,                 1.7644,                0.95928,                0.77381,                0.92515,                0.57077,                 1.4176,                0.94741,                 1.4004,             0.00047407,             0.00047407,             0.00047407
                    138,                 1.7271,                 1.2666,                 1.7407,                0.98849,                0.89243,                0.94836,                0.58313,                 1.4418,                0.91478,                 1.4014,               0.000467,               0.000467,               0.000467
                    139,                 1.7172,                 1.2454,                 1.7264,                0.97217,                0.88878,                0.95333,                0.60811,                  1.425,                0.90595,                  1.415,             0.00045992,             0.00045992,             0.00045992
                    140,                 1.7455,                 1.2871,                  1.735,                0.91939,                0.88697,                0.95929,                0.62047,                 1.3873,                0.90368,                 1.4198,             0.00045285,             0.00045285,             0.00045285
                    141,                 1.6601,                 1.2334,                 1.6927,                0.89178,                0.89317,                0.95333,                0.60359,                 1.3953,                0.90566,                 1.4259,             0.00044578,             0.00044578,             0.00044578
                    142,                 1.7119,                 1.2839,                 1.7484,                0.92382,                0.89708,                0.96139,                0.62615,                 1.3796,                0.88659,                  1.414,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.6486,                 1.2419,                 1.6919,                0.93361,                0.89484,                0.94857,                0.60028,                 1.3949,                0.89558,                 1.3996,             0.00043163,             0.00043163,             0.00043163
                    144,                 1.6194,                 1.2004,                 1.6741,                0.90714,                0.90339,                0.95067,                0.59599,                 1.3585,                 0.8866,                 1.3756,             0.00042456,             0.00042456,             0.00042456
                    145,                 1.6749,                 1.2235,                  1.671,                 0.9302,                0.90242,                0.97005,                0.59995,                 1.3275,                0.88325,                 1.3603,             0.00041748,             0.00041748,             0.00041748
                    146,                 1.7348,                 1.2672,                 1.7928,                0.91982,                0.88865,                0.97833,                0.59437,                 1.3155,                0.88712,                  1.355,             0.00041041,             0.00041041,             0.00041041
                    147,                 1.6695,                 1.2458,                 1.7017,                0.91835,                0.90184,                0.97178,                0.62607,                 1.2976,                0.86712,                 1.3514,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.7026,                 1.2244,                 1.7404,                0.96612,                0.90419,                0.97753,                0.64691,                 1.2946,                0.84786,                 1.3528,             0.00039626,             0.00039626,             0.00039626
                    149,                 1.6434,                 1.2466,                 1.7615,                0.99195,                0.98149,                  0.995,                0.66193,                 1.3136,                0.85937,                 1.3543,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.7496,                 1.2225,                 1.7373,                0.90768,                0.98491,                0.97833,                0.66518,                 1.2756,                0.86828,                  1.341,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.6739,                 1.2296,                 1.7486,                0.92344,                0.97046,                0.97833,                0.67475,                 1.2484,                0.86723,                 1.3322,             0.00037504,             0.00037504,             0.00037504
